id,summary,column_name,title,cover,published_at,extraction_tags,favourite_num
5159674,Air终于更新了。,手机与硬件,最前线｜苹果更新MacBook Air，配备视网膜屏幕，新增指纹解锁,https://pic.36krcnd.com/201810/30141914/3lnp2728uo8ocl85!heading,2018-10-30T22:21:36+08:00,"[[""大公司"",1],[""苹果"",2]]",0
22485,10月30日，贵州茅台连续两日下跌，股价创一年新低。两日市值就蒸发掉了1100多亿。作为白马股的典型，贵州茅台股价向来坚挺，罕见的下跌，难道是因为三季报让“大白马”贵州茅台成为“黑天鹅”？,商业·氪视频,一天蒸发769亿，茅台遇“17年来最惨一日”,https://pic.36krcnd.com/201810/30084603/scg6hhbu1a2vs7b0!heading,2018-10-30T22:16:07+08:00,"[[""金融"",1],[""消费"",1],[""大公司"",1],[""餐饮"",1],[""企业服务"",1],[""前沿科技"",1],[""物联网"",1],[""职场"",1],[""O2O"",1],[""人物"",1],[""B2B"",1],[""市场"",1],[""海外"",1],[""财报"",2],[""财富管理"",2],[""股票"",2],[""股权投资"",2]]",0
5159669,苏宁小店带来的亏损仍旧体现在了财报中。,大公司,业绩快报丨苏宁易购净利润同比增长812.11%，苏宁小店业绩尚未剥离,https://pic.36krcnd.com/201810/30123621/8t7jxzyovuzpjj43!heading,2018-10-30T22:06:58+08:00,"[[""消费"",1],[""投资"",1],[""大公司"",1],[""零售"",2],[""苏宁"",2],[""财报"",2],[""家电"",2],[""法律"",2]]",0
5159597,首先要明确，并非事事都要苛求自己的绝对诚实。这首先是不现实的，也是不必要的。诚实本身并不是最终目的，而是追求自我完善的手段。,职场漫谈,解决所有人生难题的第一步：对自己诚实,https://pic.36krcnd.com/201810/30072444/qbfcb8zwzq4frxkw!heading,2018-10-30T21:52:04+08:00,"[[""体育"",1],[""游戏"",1],[""大公司"",1],[""微信"",2],[""艺术"",2]]",0
5159675,区块链版的“微信”,区块链,对标微信的区块链加密通讯工具「币应」，被腾讯起诉并索赔1000万元,https://pic.36krcnd.com/201810/30132411/qz8igioc4jx0eihr!heading,2018-10-30T21:44:56+08:00,"[[""大公司"",1],[""企业服务"",1],[""城市"",1],[""微信"",2],[""区块链"",2],[""腾讯"",2],[""深圳"",2],[""北京"",2]]",0
22319,星巴克地位不保，喜茶、瑞幸抢占市场，星巴克彻底慌了！,商业·氪视频,星巴克地位不保，喜茶、瑞幸抢占市场,https://pic.36krcnd.com/201810/29144153/bu7gt5vqiqxpjb6z!heading,2018-10-30T21:35:06+08:00,"[[""金融"",1],[""理财"",2]]",0
22376,近期发生的沙特阿拉伯记者贾迈勒•卡舒吉遇害案震惊世界。这个事件不仅关系到多国外交，还意外让一位看似不相关的韩裔日本富豪躺枪了……,科技·氪视频,沙特记者事件背后，日本富豪意外躺枪,https://pic.36krcnd.com/201810/30070801/wnaiw1j9sh7v5yzc!heading,2018-10-30T21:15:07+08:00,"[[""谈资"",1],[""海外"",1],[""人物"",1],[""大公司"",1],[""软银"",2],[""滴滴"",2],[""Uber"",2]]",0
22339,《60秒慧懂财税》系列视频旨在通过轻松移动的漫画视频形式帮助广大创业者快速学习了解企业财税、公司经营相关小知识。,知识·氪视频,创业公司要交哪些税？,https://pic.36krcnd.com/201810/30024554/v39t874lp5kaicw8!heading,2018-10-30T21:02:06+08:00,,0
5159570,一个男人做到这两件事之一，就可以称之为优秀：第一是让许多人感到快乐。第二是努力拯救过最糟糕的局面。,娱乐,李咏，那个努力救场春晚的男人走了,https://pic.36krcnd.com/201810/30082519/xkyefkhh9qqz9phq!heading,2018-10-30T21:01:05+08:00,,0
5159671,这是马云最后一次以董事局主席的身份致信股东。,人物,最前线丨马云发表2018年致股东信： 生意难做之时，就是阿里巴巴兑现使命之时,https://pic.36krcnd.com/201810/30124714/2fp40aovb8yme3i4!heading,2018-10-30T20:50:29+08:00,"[[""大公司"",1],[""物联网"",1],[""人工智能"",1],[""阿里巴巴"",2],[""新零售"",2],[""云计算"",2],[""区块链"",2],[""大数据"",2]]",0
5159648,很多创业者急于求成，这做不好toB创业。,企业服务,SaaS创业路线图（23）：to B创业中的5个行动原则,https://pic.36krcnd.com/201810/30103549/zg8gviivdosh2l5i!heading,2018-10-30T20:46:06+08:00,"[[""投资"",1],[""企业服务"",1],[""大公司"",1],[""招聘"",2],[""微信"",2]]",0
5159580,一起让大脑转起来吧~,读书,秋季书单：如何成为一个更有趣的人？,https://pic.36krcnd.com/201810/30063922/igiqx8u48i547dei!heading,2018-10-30T20:46:05+08:00,"[[""大公司"",1],[""文娱"",1],[""戴尔"",2],[""携程"",2],[""微信"",2],[""艺术"",2]]",0
5159613,调查表明，不管你做什么事情，身体所能承受集中注意力的最佳时限就是90分钟。,职场漫谈,用好90分钟，每天都会觉得过得值,https://pic.36krcnd.com/201810/30082026/j30tiknc24s2z0sd!heading,2018-10-30T20:33:04+08:00,"[[""大公司"",1],[""微信"",2]]",0
22361,相信大家都常听一句话，有空一起聚聚啊。但结果却是大多数聚会是相当无聊的，完全对不起你堵车与化妆的时间，今天我们聊的这个项目，号称要“干翻天下无聊的聚会，让聚会又潮又好玩”，这个项目就是奇趴。点击视频会有意想不到的惊喜砸到你噢，赶紧戳开看看吧！,商业·氪视频,聚会电商平台“奇趴”，如何让轰趴燃爆朋友圈,https://pic.36krcnd.com/201810/30034839/dj6i5y0gp3bstyly!heading,2018-10-30T20:31:07+08:00,"[[""文娱"",1],[""消费"",1],[""游戏"",1],[""36氪"",2],[""文化"",2],[""网红"",2],[""旅行"",2]]",0
5159587,职业转型绝不是简单换一个公司或行业，而是踩着时代发展的风口去提前布局。,职场漫谈,那些年轻有为的人，都做对了一件事,https://pic.36krcnd.com/201810/30070514/w2axgnm6ru0d5ic3!heading,2018-10-30T20:30:04+08:00,"[[""游戏"",1],[""企业服务"",1],[""文娱"",1],[""区块链"",2],[""漫画"",2],[""比特币"",2],[""京东"",2],[""微信"",2]]",0
5159665,在今年贵州茅台股价下跌K线中，除了外资在不断减持外，机构资金也在逐渐撤离。,大公司,万亿市值颠覆，贵州茅台业绩承压，机构资金在撤离,https://pic.36krcnd.com/201810/30120715/zl69zxaq0mc9w8ya!heading,2018-10-30T20:07:17+08:00,"[[""大公司"",1],[""金融"",1],[""投资"",1],[""微博"",2],[""资产管理"",2],[""股票"",2],[""香港"",2],[""北京"",2]]",0
5159619,2018年真当之无愧中国的拜锦鲤元年。,One More Thing,让努力归努力，运气归锦鲤吧,https://pic.36krcnd.com/201810/30085710/4gairrda8wb8gyxy!heading,2018-10-30T20:01:04+08:00,"[[""金融"",1],[""大公司"",1],[""媒体"",1],[""彩票"",2],[""支付宝"",2],[""微博"",2],[""微信"",2],[""自媒体"",2]]",0
22448,10月29日晚间，AMD第二代锐龙撕裂者家族再添两款新品，分别是2970WX和2920X。,科技·氪视频,AMD二代锐龙撕裂者国内上市,https://pic.36krcnd.com/201810/30071110/ouutl5jks6pbqnw0!heading,2018-10-30T20:00:07+08:00,"[[""前沿科技"",1],[""智能硬件"",1],[""硬件"",2]]",0
5159660,滚滚下沉大潮前，生鲜也不例外。,消费,盒马、美团三线城市开店背后：万亿生鲜在下沉,https://pic.36krcnd.com/201810/30113917/n594qm2n2fex03sc!heading,2018-10-30T19:41:57+08:00,"[[""消费"",1],[""投资机构"",1],[""大公司"",1],[""零售"",2],[""龙珠资本"",2],[""愉悦资本"",2],[""今日资本"",2],[""险峰长青"",2]]",0
